LOGIN,IP,PUERTO,ESTADO_ELEMENTO,ESTADO_SERVICIO
porjesilvaa2,172.29.62.254,xdsl 15,HABILITADO,Activo
manaanavia_m,172.28.125.254,xdsl 1,HABILITADO,Activo
uiocusimanoimp,172.30.249.146,xdsl 6,HABILITADO,Activo
milaeplazar,172.16.22.248,xdsl 10,HABILITADO,Activo
gyecoperd,172.17.112.254,xdsl 34,HABILITADO,Activo
porakluca,172.29.26.251,xdsl 22,HABILITADO,Activo
milcgcoll_m,172.16.22.254,xdsl 40,HABILITADO,Activo
uiojrdutane,172.30.251.85,xdsl 17,HABILITADO,Activo
gyedelp,172.17.112.253,xdsl 5,HABILITADO,Activo
porvasilv_m,172.29.26.248,xdsl 23,HABILITADO,Activo
manleparr_m,172.28.34.248,xdsl 10,HABILITADO,Activo
milijmaridue_m4,172.16.21.242,xdsl 9,HABILITADO,Activo
porifmerac_m,172.29.90.254,xdsl 7,HABILITADO,Activo
uiodsmend,172.30.251.132,xdsl 1,HABILITADO,Cancel
pinnjcrio_m,172.24.47.254,xdsl 22,HABILITADO,Activo
quejjterrerosc,172.22.51.254,xdsl 12,HABILITADO,Activo
uiogclala_m,172.30.249.179,xdsl 18,HABILITADO,Activo
zaruesjb_m,172.24.70.254,xdsl 14,HABILITADO,Activo
porknmaci,172.29.82.254,xdsl 14,HABILITADO,Activo
uiocjenmanu,172.30.249.74,xdsl 11,HABILITADO,Activo
LIBRE,172.21.36.254,xdsl 31,BLOQUEADO,In-Corte
pinsfmeji_m,172.24.28.254,xdsl 26,HABILITADO,Activo
balbiramosb,172.26.2.254,xdsl 12,HABILITADO,Activo
pinjpramire_m,172.24.30.253,xdsl 28,HABILITADO,Activo
millgutierre_m4,172.16.20.250,xdsl 10,HABILITADO,Activo
pormggall,172.29.26.252,xdsl 42,HABILITADO,Activo
pinsrtoroz23_m,172.24.48.254,xdsl 4,HABILITADO,Activo
quelegome,172.22.70.254,xdsl 47,HABILITADO,Activo
manedchav,172.28.86.239,xdsl 45,HABILITADO,Activo
porsecede,172.29.106.252,xdsl 43,HABILITADO,Activo
porfvcardenasl,172.29.122.254,xdsl 18,HABILITADO,Activo
quefeeliz,172.22.57.254,xdsl 46,HABILITADO,Activo
porhwgarciak_m,172.29.106.254,xdsl 12,HABILITADO,Activo
miljmgaib_m,172.16.20.254,xdsl 45,HABILITADO,Activo
porjpquiu,172.29.26.250,xdsl 1,HABILITADO,Activo
pinsemora_m,172.24.52.254,xdsl 12,HABILITADO,Activo
gyejdsanchezr1,172.17.127.254,xdsl 11,HABILITADO,Activo
manmapati_m,172.28.125.251,xdsl 17,HABILITADO,Activo
pordlavel,172.29.86.254,xdsl 19,HABILITADO,Activo
jipgmsanc,172.21.34.254,xdsl 32,HABILITADO,Activo
quenmrosalesc,172.22.21.252,xdsl 15,HABILITADO,Activo
pinvobures_m,172.24.32.253,xdsl 39,HABILITADO,Activo
LIBRE,172.17.120.254,xdsl 26,BLOQUEADO,In-Corte
LIBRE,172.25.1.250,xdsl 6,BLOQUEADO,In-Corte
LIBRE,172.16.24.251,xdsl 7,BLOQUEADO,In-Corte
jiplaandr2,172.21.29.254,xdsl 46,HABILITADO,Activo
zarmgcabr_m,172.24.69.254,xdsl 14,HABILITADO,Activo
milmjvela2_m,172.16.57.254,xdsl 23,HABILITADO,Activo
milncacerop,172.16.22.252,xdsl 16,HABILITADO,Activo
libdmcamp_m,172.18.55.254,xdsl 17,HABILITADO,Cancel
poramateop,172.29.46.254,xdsl 2,HABILITADO,Activo
pinlaordonezr_m,172.24.52.254,xdsl 48,HABILITADO,Activo
zaricasan_m,172.24.65.254,xdsl 5,HABILITADO,Activo
mildjdiazb_m6,172.16.21.245,xdsl 16,HABILITADO,Activo
bbhvrpinoz_m,172.23.37.254,xdsl 22,HABILITADO,Cancel
jiphmmene,172.21.37.254,xdsl 36,HABILITADO,Activo
milwchuan1,172.16.39.254,xdsl 45,HABILITADO,Activo
queganava,172.22.58.254,xdsl 20,HABILITADO,Activo
gyeandresgando,172.27.73.254,xdsl 44,HABILITADO,Activo
quemasego,172.22.65.254,xdsl 31,HABILITADO,Activo
jipfbsolisb,172.21.32.254,xdsl 40,HABILITADO,Activo
trojprocas,10.114.4.254,xdsl 12,HABILITADO,Activo
durvamaci,172.17.104.254,xdsl 43,HABILITADO,Activo
LIBRE,172.25.2.252,xdsl 2,BLOQUEADO,In-Corte
pinfhlaram_m,172.24.32.254,xdsl 35,HABILITADO,Activo
durngleonp_m,172.17.105.254,xdsl 41,HABILITADO,Activo
vinlmmall,172.25.5.254,xdsl 16,HABILITADO,Activo
milvmtobarb_m4,172.16.21.252,xdsl 14,HABILITADO,Activo
blsftrami_m,10.111.3.254,xdsl 41,HABILITADO,Activo
libmazuni_m,172.18.52.254,xdsl 23,HABILITADO,Activo
blscmcacere_m,10.111.2.254,xdsl 11,HABILITADO,Activo
vinhjmendozac,172.25.1.253,xdsl 8,HABILITADO,Cancel
tripamarinm,10.114.12.254,xdsl 3,HABILITADO,Activo
LIBRE,172.16.24.253,xdsl 36,BLOQUEADO,In-Corte
jipjaresabalam,172.21.21.254,xdsl 37,HABILITADO,Activo
queenchav,172.22.37.254,xdsl 32,HABILITADO,Activo
milefbece_m6,172.16.60.254,xdsl 23,HABILITADO,Activo
quehjmoranb,172.22.50.254,xdsl 12,HABILITADO,Activo
palfealvarezp,172.25.8.254,xdsl 40,HABILITADO,Activo
miljimuno_m6,172.16.20.253,xdsl 10,HABILITADO,Activo
trochmosq_m,10.114.6.254,xdsl 48,HABILITADO,Activo
jipceazuar,172.21.26.254,xdsl 30,HABILITADO,Activo
emperugal_m,172.22.101.252,xdsl 18,HABILITADO,Activo
trijerodr_m,10.114.16.254,xdsl 17,HABILITADO,Activo
pinogguzmans_m,172.24.51.254,xdsl 16,HABILITADO,Activo
uioppenah,172.30.249.90,xdsl 19,HABILITADO,Activo
quewliang_m,172.22.41.254,xdsl 34,HABILITADO,Activo
macjlbarr_m,172.20.62.254,xdsl 42,HABILITADO,Activo
quecgtova_m,172.22.54.254,xdsl 14,HABILITADO,Activo
trowhgarz_m,10.114.10.254,xdsl 43,HABILITADO,Activo
stlctlp_m,172.18.64.254,xdsl 27,HABILITADO,Activo
macjfmurgac2_m,172.20.20.254,xdsl 3,HABILITADO,Activo
LIBRE,172.20.38.254,xdsl 41,BLOQUEADO,Cancel
pinoarome_m,172.24.34.253,xdsl 22,HABILITADO,Cancel
uiojcpanc,172.30.249.86,xdsl 23,HABILITADO,Activo
vintkgarc,172.25.1.254,xdsl 31,HABILITADO,Activo
vinrabrione_m,172.25.3.254,xdsl 14,HABILITADO,Activo
balpjaguayod,172.26.3.254,xdsl 11,HABILITADO,Activo
milfhgarc_m4,172.16.45.254,xdsl 43,HABILITADO,Activo
uiobaloya,172.30.251.50,xdsl 31,HABILITADO,Cancel
uiombpallaresc,172.30.251.84,xdsl 5,HABILITADO,Activo
zarjrgonz_m,172.24.64.254,xdsl 14,HABILITADO,Activo
vinaeleonl,172.25.2.254,xdsl 13,HABILITADO,Activo
manmmfalc_m,172.28.86.251,xdsl 31,HABILITADO,Activo
milcvpinelam1,172.16.22.253,xdsl 33,HABILITADO,Activo
gyempm,172.27.151.254,xdsl 37,HABILITADO,Activo
quelaescu_m,172.22.29.254,xdsl 33,HABILITADO,Activo
quevgcald,172.22.66.254,xdsl 48,HABILITADO,Activo
stdnfbalcazarc,172.30.253.76,xdsl 15,HABILITADO,Activo
milmasilv_m,172.16.21.254,xdsl 34,HABILITADO,Activo
uiomachig,172.30.252.139,xdsl 29,HABILITADO,Activo
zarwpvala_m,172.24.66.254,xdsl 20,HABILITADO,Activo
manmaragundi,172.28.40.61,xdsl 7,HABILITADO,Activo
porinmore,172.29.78.254,xdsl 15,HABILITADO,Activo
stlgrdelr_m,172.18.56.254,xdsl 46,HABILITADO,Activo
macvvverdyb_m,172.20.36.254,xdsl 15,HABILITADO,Activo
manammeram_m,172.28.34.251,xdsl 45,HABILITADO,Activo
emplgarc_m,172.22.103.254,xdsl 22,HABILITADO,Activo
LIBRE,172.22.53.254,xdsl 35,BLOQUEADO,In-Corte
trogeleonq,10.114.5.254,xdsl 39,HABILITADO,Activo
blsajgallar2_m,10.111.3.253,xdsl 15,HABILITADO,Activo
yagjenava_m,172.16.106.253,xdsl 6,HABILITADO,Cancel
jipodpill,172.21.21.253,xdsl 21,HABILITADO,Activo
manrfalcivarc,172.28.34.254,xdsl 43,HABILITADO,Activo
saljohelg_m,172.18.58.254,xdsl 30,HABILITADO,Activo
uioegtitoa,172.30.254.179,xdsl 2,HABILITADO,Activo
bbhfdborjab,172.23.29.254,xdsl 38,HABILITADO,Activo
yagjlclavijoc,172.16.106.254,xdsl 10,HABILITADO,Activo
strtjcast_m,172.20.40.254,xdsl 45,HABILITADO,Activo
balmgmore2,172.26.2.252,xdsl 21,HABILITADO,Activo
uiorbcruzm,172.30.251.82,xdsl 25,HABILITADO,Activo
bbhjacarb_m,172.23.24.254,xdsl 40,HABILITADO,Activo
quegaarre,172.22.68.254,xdsl 16,HABILITADO,Activo
mangvhanzeb,172.28.21.254,xdsl 35,HABILITADO,Activo
queamfran,172.22.56.254,xdsl 33,HABILITADO,Activo
empdgchac_m,172.22.100.254,xdsl 2,HABILITADO,Activo
manpzavalag,172.28.50.254,xdsl 14,HABILITADO,Cancel
porhogonz,172.29.58.254,xdsl 24,HABILITADO,Cancel
gyewrcortezg,172.17.106.254,xdsl 6,HABILITADO,Activo
trommoyan,10.114.4.253,xdsl 47,HABILITADO,Activo
vinnlsoto,172.25.2.253,xdsl 29,HABILITADO,Activo
tromgbullar,10.114.9.253,xdsl 12,HABILITADO,Activo
pormpizqu,172.29.50.254,xdsl 35,HABILITADO,Activo
trimeportillad,10.114.3.254,xdsl 37,HABILITADO,Activo
troatigrer,10.114.2.254,xdsl 11,HABILITADO,Activo
trojkpere_m,10.114.13.254,xdsl 31,HABILITADO,Activo
LIBRE,172.21.32.253,xdsl 42,BLOQUEADO,In-Corte
porcacc,172.29.21.253,xdsl 6,HABILITADO,Cancel
manrcedenom,172.28.34.249,xdsl 6,HABILITADO,Activo
triacerezoh,10.114.11.254,xdsl 4,HABILITADO,Activo
quevdintr,172.22.52.254,xdsl 35,HABILITADO,Activo
porkaveral,172.29.30.254,xdsl 34,HABILITADO,Activo
jipgoaram,172.21.35.254,xdsl 29,HABILITADO,Activo
balmmzambra,172.26.2.253,xdsl 40,HABILITADO,Activo
empichangr_m,172.22.101.254,xdsl 31,HABILITADO,Activo
milrmrobl_m,172.16.21.241,xdsl 41,HABILITADO,Activo
porvmcedenoz,172.29.98.254,xdsl 19,HABILITADO,Activo
triwhpach,10.114.1.254,xdsl 41,HABILITADO,Activo
LIBRE,172.22.68.254,xdsl 24,BLOQUEADO,In-Corte
uiocbllagun,172.30.251.87,xdsl 2,HABILITADO,Activo
uioacherr_m,172.30.251.82,xdsl 39,HABILITADO,Activo
balmoagua,172.26.2.252,xdsl 8,HABILITADO,Cancel
salcsyearo,172.18.63.254,xdsl 1,HABILITADO,Activo
yagcmguerre,172.16.106.254,xdsl 13,HABILITADO,Activo
LIBRE,10.114.9.254,xdsl 20,BLOQUEADO,In-Corte
salxapare_m,172.18.58.254,xdsl 17,HABILITADO,Activo
manhminy,172.28.34.254,xdsl 18,HABILITADO,Activo
uioaaherediai,172.30.254.179,xdsl 7,HABILITADO,Cancel
emp carre_m,172.22.102.254,xdsl 48,HABILITADO,Activo
milemmora_m,172.16.54.254,xdsl 39,HABILITADO,Activo
yaglagonz_m,172.16.106.253,xdsl 3,HABILITADO,Activo
manmndelga_m,172.28.48.254,xdsl 11,HABILITADO,Activo
quekrvara,172.22.53.254,xdsl 22,HABILITADO,Activo
trohyjara_m,10.114.5.254,xdsl 6,HABILITADO,Activo
empeaquir_m,172.22.103.254,xdsl 13,HABILITADO,Activo
manxabasurtoz,172.28.34.251,xdsl 3,HABILITADO,Activo
stlnecor6,172.18.56.254,xdsl 36,HABILITADO,Activo
pormabard,172.29.78.254,xdsl 12,HABILITADO,Activo
miljaalmeidae,172.16.21.254,xdsl 13,HABILITADO,Activo
zarmcambu_m,172.24.66.254,xdsl 7,HABILITADO,Activo
milfeduartep_m4,172.16.22.253,xdsl 35,HABILITADO,Activo
uioccproanoc,172.30.252.139,xdsl 45,HABILITADO,Cancel
quecssuz,172.22.29.254,xdsl 39,HABILITADO,Activo
manevieram_m,172.28.86.251,xdsl 45,HABILITADO,Activo
LIBRE,172.25.2.254,xdsl 37,BLOQUEADO,In-Corte
stdedcollaguac,172.30.253.76,xdsl 10,HABILITADO,Activo
milmtvizuet_m4,172.16.45.254,xdsl 13,HABILITADO,Activo
zarddasanzam1,172.24.64.254,xdsl 32,HABILITADO,Activo
durweluci_m,172.17.133.254,xdsl 30,HABILITADO,Activo
uiofsdiaza,172.30.251.84,xdsl 6,HABILITADO,Activo
balectrivinoi,172.26.3.254,xdsl 3,HABILITADO,Activo
vinpagall_m,172.25.3.254,xdsl 21,HABILITADO,Activo
libagrodr_m,172.18.41.254,xdsl 43,HABILITADO,Activo
vinfvubil2,172.25.1.254,xdsl 41,HABILITADO,Activo
stlkmg_m,172.18.64.254,xdsl 7,HABILITADO,Activo
pinlvviva_m,172.24.34.253,xdsl 42,HABILITADO,Activo
macrgvillaltao,172.20.20.254,xdsl 11,HABILITADO,Activo
queaecald,172.22.54.254,xdsl 23,HABILITADO,Activo
pinveruizg_m,172.24.51.254,xdsl 44,HABILITADO,Activo
macjrcord_m,172.20.62.254,xdsl 33,HABILITADO,Activo
empalarcev,172.22.101.252,xdsl 34,HABILITADO,Activo
LIBRE,10.114.16.254,xdsl 23,HABILITADO,In-Corte
milrvlope_m6,172.16.20.253,xdsl 25,HABILITADO,Activo
vinhhmoranp,172.25.6.254,xdsl 43,HABILITADO,Activo
trongmalot_m,10.114.6.254,xdsl 4,HABILITADO,Activo
vinamvasque,172.25.1.252,xdsl 39,HABILITADO,Activo
palraluzarragaz1,172.25.8.254,xdsl 34,HABILITADO,Cancel
triadcoro_m,10.114.3.253,xdsl 4,HABILITADO,Activo
quejeigle,172.22.50.254,xdsl 22,HABILITADO,Activo
milljespinoza,172.16.24.253,xdsl 4,HABILITADO,Activo
quejmveli,172.22.37.254,xdsl 24,HABILITADO,Activo
vinlanoticia,172.25.1.253,xdsl 13,HABILITADO,Activo
libabastej_m,172.18.52.254,xdsl 26,HABILITADO,Activo
vinbusoto_m,172.25.5.254,xdsl 28,HABILITADO,Activo
durpjmosque,172.17.105.254,xdsl 26,HABILITADO,Activo
miligsanc_m,172.16.21.252,xdsl 32,HABILITADO,Activo
vinjacoellos,172.25.2.252,xdsl 4,HABILITADO,Activo
pinfmtorr_m,172.24.30.254,xdsl 41,HABILITADO,Activo
LIBRE,172.17.104.254,xdsl 26,BLOQUEADO,In-Corte
tromtamayov,10.114.4.254,xdsl 28,HABILITADO,Activo
quejcpignat,172.22.65.254,xdsl 18,HABILITADO,Activo
gyepuratoxic,172.27.73.254,xdsl 6,HABILITADO,Cancel
jipvesant,172.21.37.254,xdsl 23,HABILITADO,Activo
quejnroserob,172.22.58.254,xdsl 3,HABILITADO,Activo
mildtguerre_m6,172.16.21.245,xdsl 33,HABILITADO,Activo
porcaibarram,172.29.46.254,xdsl 47,HABILITADO,Activo
bbhmrrive,172.23.37.254,xdsl 14,HABILITADO,Cancel
pinmnloayzav_m,172.24.52.254,xdsl 1,HABILITADO,Activo
libagvela_m,172.18.55.254,xdsl 28,HABILITADO,Activo
milmmbritoz_m4,172.16.57.254,xdsl 13,HABILITADO,Activo
milmamontal_m4,172.16.20.251,xdsl 33,HABILITADO,Activo
zarvasqu_m,172.24.69.254,xdsl 34,HABILITADO,Activo
jippamerop,172.21.29.254,xdsl 31,HABILITADO,Activo
milwlariasc_m6,172.16.24.251,xdsl 35,HABILITADO,Activo
LIBRE,172.17.120.254,xdsl 27,BLOQUEADO,Cancel
pinjmonca_m,172.24.32.253,xdsl 37,HABILITADO,Activo
LIBRE,172.25.4.254,xdsl 15,BLOQUEADO,In-Corte
pordafran,172.29.86.254,xdsl 40,HABILITADO,Activo
LIBRE,172.21.34.254,xdsl 15,BLOQUEADO,Cancel
macmaguar_m,172.20.45.254,xdsl 30,HABILITADO,Activo
porfbsornozaa,172.29.26.250,xdsl 41,HABILITADO,Activo
milbrvizu_m,172.16.20.254,xdsl 1,HABILITADO,Activo
quegdmachadoz,172.22.57.254,xdsl 18,HABILITADO,Activo
porjaulloag,172.29.122.254,xdsl 15,HABILITADO,Activo
queckchut,172.22.44.254,xdsl 3,HABILITADO,Activo
quecabarreirol1,172.22.70.254,xdsl 32,HABILITADO,Activo
queeeverd,172.22.67.254,xdsl 47,HABILITADO,Activo
pinmftinocof_m,172.24.48.254,xdsl 48,HABILITADO,Activo
libsahernan_m,172.18.39.254,xdsl 24,HABILITADO,Activo
pinmavallel_m,172.24.30.253,xdsl 15,HABILITADO,Activo
pinmebalcazar_m,172.24.28.254,xdsl 17,HABILITADO,Activo
balepleonu_m,172.26.2.254,xdsl 35,HABILITADO,Activo
jippjaceboc_m,172.21.36.254,xdsl 29,HABILITADO,Activo
milslbarr_m6,172.16.94.254,xdsl 31,HABILITADO,Activo
porjaloors,172.29.82.254,xdsl 26,HABILITADO,Activo
uiongrunm_m,172.30.249.179,xdsl 21,HABILITADO,Activo
uioessarabi2,172.30.252.108,xdsl 1,HABILITADO,Cancel
uiotoroc_m,172.30.251.132,xdsl 18,HABILITADO,Activo
porjmcede2,172.29.90.254,xdsl 36,HABILITADO,Activo
manlaortega,172.28.34.248,xdsl 5,HABILITADO,Activo
porjlcede,172.29.26.248,xdsl 47,HABILITADO,Activo
milsiintr_m,172.16.22.254,xdsl 44,HABILITADO,Activo
milrmilagre_m6,172.16.22.246,xdsl 27,HABILITADO,Activo
uioiareinosor,172.30.251.85,xdsl 5,HABILITADO,Activo
porramore,172.29.26.251,xdsl 24,HABILITADO,Activo
gyeeeleym,172.17.112.254,xdsl 41,HABILITADO,Cancel
porpjzamb,172.29.62.254,xdsl 32,HABILITADO,Activo
uiofdelc,172.30.249.146,xdsl 9,HABILITADO,Activo
pinjeflor_m,172.24.34.254,xdsl 19,HABILITADO,Activo
quefamend2,172.22.33.254,xdsl 15,HABILITADO,Activo
quegeportillao,172.22.21.254,xdsl 47,HABILITADO,Activo
manmrchemez,172.28.125.254,xdsl 36,HABILITADO,Activo
milinederp_m4,172.16.22.248,xdsl 3,HABILITADO,Activo
portasoledispa,172.29.122.254,xdsl 4,HABILITADO,Activo
quedonori_m,172.22.44.254,xdsl 41,HABILITADO,Activo
quepjolme_m,172.22.57.254,xdsl 7,HABILITADO,Activo
milzfgomezo_m,172.16.20.254,xdsl 42,HABILITADO,Activo
LIBRE,172.29.26.250,xdsl 37,BLOQUEADO,In-Corte
macdracmas,172.20.45.254,xdsl 8,HABILITADO,Activo
milaabarcom_m6,172.16.21.242,xdsl 41,HABILITADO,Activo
poreemore,172.29.86.254,xdsl 6,HABILITADO,Activo
jippyrupe,172.21.34.254,xdsl 25,HABILITADO,Activo
vinreverac_m3,172.25.4.254,xdsl 23,HABILITADO,Activo
pinlasari_m,172.24.47.254,xdsl 8,HABILITADO,Activo
gyematupi_m,172.17.120.254,xdsl 38,HABILITADO,Activo
pineefeijooa_m,172.24.32.253,xdsl 19,HABILITADO,Activo
milninaranjol,172.16.24.251,xdsl 34,HABILITADO,Activo
jipirbaquev,172.21.29.254,xdsl 40,HABILITADO,Activo
zarmjmacab_m,172.24.70.254,xdsl 27,HABILITADO,Activo
zarljsanc_m,172.24.69.254,xdsl 41,HABILITADO,Activo
milbyjaram_m,172.16.57.254,xdsl 28,HABILITADO,Activo
milmacarrerac,172.16.20.250,xdsl 35,HABILITADO,Activo
milhwmosque,172.16.20.251,xdsl 18,HABILITADO,Activo
bbhorflor_m,172.23.37.254,xdsl 38,HABILITADO,Activo
pinfggonzalesa1,172.24.52.254,xdsl 36,HABILITADO,Activo
milmatorr_m,172.16.21.245,xdsl 22,HABILITADO,Activo
manhrsaltosv_m,172.28.86.239,xdsl 29,HABILITADO,Activo
LIBRE,172.29.26.252,xdsl 47,BLOQUEADO,In-Corte
quemlcade,172.22.58.254,xdsl 25,HABILITADO,Activo
jipchipa,172.21.37.254,xdsl 30,HABILITADO,Activo
porcmsanc_m,172.29.106.252,xdsl 46,HABILITADO,Activo
LIBRE,172.27.73.254,xdsl 27,BLOQUEADO,In-Corte
LIBRE,172.29.106.254,xdsl 21,BLOQUEADO,In-Corte
quejrmunoza1,172.22.65.254,xdsl 47,HABILITADO,Activo
LIBRE,172.17.127.254,xdsl 35,BLOQUEADO,In-Corte
durvgbarb,172.17.104.254,xdsl 30,HABILITADO,Activo
manccheredi,172.28.125.251,xdsl 7,HABILITADO,Activo
dursmacia,172.17.105.254,xdsl 40,HABILITADO,Activo
milmegonzal_m4,172.16.21.252,xdsl 9,HABILITADO,Activo
pinvnfeij_m,172.24.30.254,xdsl 27,HABILITADO,Activo
vinjrloora,172.25.5.254,xdsl 20,HABILITADO,Activo
vintpmont,172.25.1.250,xdsl 21,HABILITADO,Activo
quegpquin_m,172.22.21.252,xdsl 34,HABILITADO,Activo
vinalorte2,172.25.1.253,xdsl 2,HABILITADO,Activo
milnmmora_m6,172.16.24.253,xdsl 46,HABILITADO,Activo
milchmart_m,172.16.22.252,xdsl 42,HABILITADO,Activo
quertovarf2,172.22.37.254,xdsl 21,HABILITADO,Activo
vinmvcarriela,172.25.1.252,xdsl 11,HABILITADO,In-Corte
LIBRE,172.24.65.254,xdsl 35,BLOQUEADO,In-Corte
trigrricc_m,10.114.3.253,xdsl 39,HABILITADO,Activo
LIBRE,172.16.20.253,xdsl 20,BLOQUEADO,In-Corte
paltjpigu,172.25.8.254,xdsl 4,HABILITADO,Activo
LIBRE,172.25.6.254,xdsl 15,BLOQUEADO,In-Corte
trocautis,10.114.6.254,xdsl 21,HABILITADO,Cancel
triaequin,10.114.16.254,xdsl 11,HABILITADO,Activo
milaeespi_m4,172.16.39.254,xdsl 12,HABILITADO,Activo
empcfjmvi_m,172.22.101.252,xdsl 48,HABILITADO,Activo
pinjamarinv_m,172.24.51.254,xdsl 32,HABILITADO,Activo
macspmorale,172.20.62.254,xdsl 32,HABILITADO,Activo
quegtpign,172.22.54.254,xdsl 38,HABILITADO,Activo
jipgasuarezm,172.21.32.254,xdsl 21,HABILITADO,Activo
gyemrceva,172.17.112.253,xdsl 18,HABILITADO,Activo
pinvsencaladac1,172.24.34.253,xdsl 41,HABILITADO,Cancel
macecrome_m,172.20.20.254,xdsl 45,HABILITADO,Activo
pinmdaguilar_m,172.24.32.254,xdsl 25,HABILITADO,Activo
libsjdiazc,172.18.41.254,xdsl 37,HABILITADO,Activo
vincmaspi_m,172.25.1.254,xdsl 5,HABILITADO,Activo
blsgaapol,10.111.2.254,xdsl 23,HABILITADO,Activo
vindemosq_m,172.25.3.254,xdsl 43,HABILITADO,Activo
blsmvorti,10.111.3.254,xdsl 18,HABILITADO,Cancel
baliszala,172.26.3.254,xdsl 4,HABILITADO,Activo
milrvjarar_m,172.16.45.254,xdsl 18,HABILITADO,Activo
triamarcet,10.114.12.254,xdsl 19,HABILITADO,Activo
uioamankaya,172.30.251.84,xdsl 26,HABILITADO,Activo
zarhjfeij,172.24.64.254,xdsl 16,HABILITADO,Activo
jipjalar,172.21.21.254,xdsl 23,HABILITADO,Activo
vinaecast,172.25.2.254,xdsl 36,HABILITADO,Activo
LIBRE,172.16.60.254,xdsl 44,BLOQUEADO,In-Corte
manmeavil_m,172.28.86.251,xdsl 17,HABILITADO,Activo
stdrimperial,172.30.253.76,xdsl 8,HABILITADO,Activo
milbtmart_m,172.16.22.253,xdsl 10,HABILITADO,Activo
zarsgmch_m,172.24.66.254,xdsl 3,HABILITADO,Activo
milyyzhong_m12,172.16.21.254,xdsl 42,HABILITADO,Activo
uiongrangifol,172.30.252.139,xdsl 38,HABILITADO,Activo
jippencarnacio,172.21.26.254,xdsl 12,HABILITADO,Activo
quelemartinezs,172.22.41.254,xdsl 31,HABILITADO,Activo
stlnmyagu,172.18.56.254,xdsl 19,HABILITADO,Activo
manlccaicedog,172.28.34.251,xdsl 48,HABILITADO,Activo
tronjceden_m,10.114.5.254,xdsl 32,HABILITADO,Activo
quetabarr,172.22.53.254,xdsl 24,HABILITADO,Activo
trojlvicu,10.114.10.254,xdsl 10,HABILITADO,Activo
empalparr,172.22.102.254,xdsl 47,HABILITADO,Cancel
manpjalvi_m,172.28.48.254,xdsl 37,HABILITADO,Activo
macrcfreita_m,172.20.38.254,xdsl 19,HABILITADO,Activo
LIBRE,172.28.34.254,xdsl 20,BLOQUEADO,In-Corte
uiojcpanchib,172.30.249.86,xdsl 15,HABILITADO,Activo
uioereinoso,172.30.254.179,xdsl 24,HABILITADO,Activo
salbnbayo,172.18.58.254,xdsl 5,HABILITADO,Activo
baljegama_m,172.26.2.252,xdsl 48,HABILITADO,Activo
LIBRE,172.16.106.253,xdsl 39,BLOQUEADO,Cancel
yagdmpata_m,172.16.106.254,xdsl 24,HABILITADO,Activo
salmalbin_m,172.18.63.254,xdsl 48,HABILITADO,Activo
uiomfbast,172.30.251.50,xdsl 41,HABILITADO,Activo
quecigual,172.22.68.254,xdsl 10,HABILITADO,Activo
uiovdberruc,172.30.251.82,xdsl 13,HABILITADO,Activo
gyecumabamo,172.27.151.254,xdsl 33,HABILITADO,Activo
quemnloora_m,172.22.66.254,xdsl 45,HABILITADO,Cancel
porgmormenod,172.29.98.254,xdsl 14,HABILITADO,Activo
manjjzamb_m,172.28.40.61,xdsl 47,HABILITADO,Activo
milmialava_m6,172.16.21.241,xdsl 29,HABILITADO,Activo
jipemsalazarc,172.21.35.254,xdsl 14,HABILITADO,Activo
balncespanap,172.26.2.253,xdsl 22,HABILITADO,Activo
macetpullae_m,172.20.36.254,xdsl 6,HABILITADO,Activo
queyevelezs,172.22.52.254,xdsl 16,HABILITADO,Activo
trigjpicop_m,10.114.11.254,xdsl 12,HABILITADO,Activo
porlevilla,172.29.21.253,xdsl 14,HABILITADO,Cancel
blsefasanzab1,10.111.3.253,xdsl 47,HABILITADO,Cancel
manxldelgadom,172.28.34.249,xdsl 16,HABILITADO,Activo
jippltoalap,172.21.21.253,xdsl 15,HABILITADO,Activo
porwachin,172.29.50.254,xdsl 32,HABILITADO,Activo
trohulimin,10.114.2.254,xdsl 16,HABILITADO,Activo
trojbsanc23,10.114.9.253,xdsl 33,HABILITADO,Activo
bbhjlherre1,172.23.29.254,xdsl 12,HABILITADO,Activo
trifeportillaj,10.114.3.254,xdsl 15,HABILITADO,Activo
LIBRE,172.25.2.253,xdsl 27,BLOQUEADO,In-Corte
trojjtorress2,10.114.4.253,xdsl 16,HABILITADO,Activo
pornjguillenc,172.29.58.254,xdsl 4,HABILITADO,Activo
LIBRE,172.20.40.254,xdsl 35,BLOQUEADO,Cancel
gyejbenites,172.17.106.254,xdsl 14,HABILITADO,Activo
bbhcalvar_m,172.23.24.254,xdsl 38,HABILITADO,Cancel
mangipcar_m,172.28.50.254,xdsl 46,HABILITADO,Activo
empeimaci_m,172.22.100.254,xdsl 7,HABILITADO,Activo
quegmguer,172.22.56.254,xdsl 37,HABILITADO,Activo
manarcorr2_m,172.28.40.61,xdsl 33,HABILITADO,Activo
porcwhidalgom1,172.29.98.254,xdsl 6,HABILITADO,Cancel
mansavela_m,172.28.21.254,xdsl 1,HABILITADO,Activo
quefwmr_m,172.22.66.254,xdsl 26,HABILITADO,Activo
quejagomezv,172.22.68.254,xdsl 7,HABILITADO,Activo
gyequimicosmar,172.27.151.254,xdsl 21,HABILITADO,Activo
